Region,Territory Level and Typology,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
    CO85: Casanare,,7427.63,6595.13,7496.59,6765.45,7290.49,7443.27,6972.98,8619.85,7820.34,8701.22,11717.8,12703.9,13048.9,..
    CO86: Putumayo,,875.86,852.16,861.88,1011.32,1074.97,1235.94,1391.99,1772.92,1965.25,2458.39,2939.99,2966.52,3623.86,..
    CO88: San Andrés,,426.89,488.96,479.2,520.17,544.32,592.88,669.48,676.35,713.63,708.06,751.35,808.05,888.2,..
    CO91: Amazonas,,229.39,228.03,230.06,250.41,267.96,287.74,302.22,313.04,335.55,341.42,352.01,374.32,403.5,..
    CO94: Guainía,,115.31,111.66,86.41,101.03,115.59,137.21,134.1,148.93,159.92,166.66,166.11,190.13,207.25,..
    CO95: Guaviare,,293.18,310.3,272.71,285.88,327.85,363.51,417.3,423.07,436.31,438.71,444.1,478.72,518.54,..
    CO97: Vaupés,,93.23,110.49,89.78,87.05,90.37,92.16,108.08,110.99,116.47,124.32,137.7,143.45,160.72,..
    CO99: Vichada,,196.27,216.27,209.86,216.02,236.43,255.99,287.21,300.7,324.46,365.74,289.18,311.51,340.9,..
  IND: India,Country,2052920,2166620,2388000,2716750,3069260,3466110,3899580,4234830,4634400,5106970,5553940,5899410,6248080,..
    IN01: Jammu and Kashmir,Large regions (TL2),17653.7,19473.9,20880.9,24964.5,27085.1,29135,31573,33788,36706.4,40913.7,45127.4,48329.5,52244.3,..
    IN02: Himachal Pradesh,,16781.7,18112.5,19495.1,22013.2,24556.7,26543.3,28904.2,33123.6,36557.7,40476.1,42991,46315,49270.2,..
    IN03: National Capital Territory of Delhi,,63638.1,68369.6,74766.4,91725.3,104442,118876,134421,151340,165092,178070,190018,210441,233345,..
    IN04: Rajasthan,,89810.9,84838,105003,116796,128759,149965,165803,184410,201663,238373,274119,295432,308809,..
    IN05: Uttar Pradesh,,186205,198184,213544,238482,265394,294872,325974,355075,397063,422914,453687,490357,514715,..
    IN06: Sikkim,,1111.74,1222.51,1345.4,1589.93,1804.17,1894.7,2132.73,2578.32,4652.68,5221.91,5894.99,6580.61,7384.12,..
    IN07: Arunachal Pradesh,,2059.06,1984.18,2227.9,3189.01,3399.22,3601.76,4093.54,4541,5670.01,6355.48,7131.31,7437.04,8080.95,..
    IN08: Nagaland,,3887.16,4279.75,4527.31,5338.49,5963.79,6362.71,6872.22,7534.52,7986.11,8284.46,9172.41,9849.87,10589.1,..
    IN09: Meghalaya,,4382.36,4563.34,4967.62,5996.77,6576.65,7562.13,8284.96,9276.03,9641.44,10274,11383,11944.1,13078.7,..
    IN10: Assam,,37494.7,41587.4,44506.3,48820.8,53758.3,56719.9,60489.1,64736.6,72809.6,79391.1,83327.4,86963,95133.9,..
    IN11: West Bengal,,153788,160958,178062,190770,208430,229434,254875,273036,302603,324755,349660,379085,421535,..
    IN12: Gujarat,,120934,135601,158136,185940,221547,248733,280237,293773,327169,367421,396299,413788,456780,..
    IN14: Maharashtra,,267353,286925,320449,379866,440645,512469,582812,602035,649199,739148,774431,830806,900945,..
    IN17: Kerala,,76259.7,83252.4,90977.1,109041,123876,134834,149053,161920,176002,185834,206942,218563,236422,..
    IN18: Punjab,,77910.6,78801.2,84759.1,88538.1,98343.7,111457,129568,138968,149830,159365,169678,179152,189454,..
    IN19: Chandigarh,,5372.74,6182.49,6980.07,7775.05,9219.98,10763.2,11633,12244,13334.5,14100.3,15107.1,15737.4,17346.8,..
    IN20: Haryana,,64105.9,69487.7,77959.6,87583.6,98568.3,112868,129016,145741,169630,183613,197683,214485,232028,..
    IN21: Uttaranchal,,14820.5,17698.6,19229.8,22661.4,27128.6,32260.7,39025.7,44735.2,53658,59157.9,64766.2,68017.9,73320.4,..
    IN22: Bihar,,56425.5,62241.7,62258.9,71113.7,74674.1,88323,96747.2,113608,123598,143409,161005,184491,205029,..
    IN23: Jharkhand,,34320,36375.4,39937.6,54635.6,55130.7,58686.5,71445.5,70102.4,76334.2,89672.1,89757.2,95291,103076,..
    IN24: Manipur,,3297.04,3359.03,3743.59,4693,5176.22,5380.73,5772.66,5908.01,6261.74,6437.21,7335.81,7978.04,8545.7,..
    IN25: Mizoram,,1905.41,2075.2,2187.45,2452.1,2689.5,2884.57,3247.6,3654.68,3990.4,4500.48,4560.06,5254.81,6143.19,..
    IN26: Tripura,,6233.95,6450.76,7104.26,8140.76,8895,9569.05,10039.8,10837.9,11685.2,12588.4,13219.5,14261.5,15994.9,..
    IN27: Orissa,,45757.4,47629.1,57398.6,71066.2,77033.2,89289.2,110018,118568,123616,139164,145994,157852,162860,..
    IN28: Madhya Pradesh,,84892.3,83192.1,96754.7,103247,112501,126761,137426,157522,172632,185568,201965,227001,259360,..
    IN29: Chhattisgarh,,28908.1,31130.9,36506.4,43759.3,48323.2,58633.9,68300.9,77430.9,75380.6,84133.9,95557.5,104079,110778,..
    IN30: Andhra Pradesh,,91976.8,96011.5,107217,123215,133620,152614,180729,189547,207354,225351,239748,257662,276932,..
    IN31: Karnataka,,110437,115821,123240,152454,177342,199234,230318,247780,256083,289349,301277,328417,366675,..
    IN32: Goa,,6945.42,7760.45,8750.72,11623.3,12969.5,14486.8,16650.8,20292.8,22095.9,23675.4,28627.8,26646,29172,..
    IN33: Tamil Nadu,,145682,151525,164996,200230,233404,272259,298564,320462,363940,412072,441580,468025,509639,..
    IN34: Puducherry,,4168.03,4724.3,5116.27,5260.77,7221.19,7307.86,7873.05,8024.8,9334.19,9223.59,9703.21,10553,12574.5,..
    IN35: Andaman and Nicobar Islands,,1058.89,1176.52,1309.65,1657.59,1850.33,2225.24,2544.63,2778.74,3125.56,3059.73,3305.22,3539.44,3669.09,..
  IDN: Indonesia,Country,..,..,..,1149990,1253690,1322860,1392000,1442580,1462820,1556140,1671140,1819360,..,..
    ID01: DKI Jakarta Province,Large regions (TL2),..,..,..,195353,203719,212863,221716,228677,238179,253326,272426,298312,..,..
    ID02: Banten Province,,..,..,..,38343.3,39734.3,41517.5,48082.9,47240.5,47955.4,50474.1,53299.2,57529.7,..,..
    ID03: D.I. Yogyakarta Province,,..,..,..,11456.1,11897.5,12479.4,12884.2,12869.3,13016.1,13408.8,14358.5,15414.8,..,..
    ID04: West Java Province,,..,..,..,159015,182770,200737,205970,213897,216849,226760,238726,255912,..,..
    ID05: East Java Province,,..,..,..,177409,189413,199651,210182,209880,215908,228808,245248,270739,..,..
    ID06: Central Java Province,,..,..,..,100618,110079,119630,122289,124003,125080,130681,138293,150402,..,..
    ID07: Bali Province,,..,..,..,15078,15939.4,15860.9,17223.4,17535,18952.6,19747.3,20526.2,22686.5,..,..
    ID08: Aceh Province,,..,..,..,26193.8,26741.9,29421.2,27826.8,24841.4,22628.9,23259.5,24398.5,25989.8,..,..
    ID09: North Sumatera Province,,..,..,..,61431.7,65557.8,68035.7,71166.9,72257.3,74297,80835.1,87166.6,94898,..,..
    ID10: Bengkulu Province,,..,..,..,4215.92,4758.43,4834.88,5039.07,5038,5150.57,5466.26,5897.3,6533.33,..,..
    ID11: Riau Province,,..,..,..,59426.5,65276.5,70874.2,82198.2,93356.4,93415.3,101618,114709,126778,..,..
    ID12: Riau Mainland Province,,..,..,..,19109.2,19244.5,19605.9,20285.4,19784.2,20084.5,21046.6,22247.8,24788.7,..,..
    ID13: West Sumatera Province,,..,..,..,19432.8,20977.2,22496.6,23406.2,23965.6,24127,25634.7,27438,29758.2,..,..
    ID14: South Sumatera Province,,..,..,..,33456.3,38283.4,40695.3,43014.9,45146.4,43169.8,46355.9,50571.7,55765.9,..,..
    ID15: Bangka Belitung Province,,..,..,..,6136.36,6654.48,6754.06,7004.36,7235.12,7229.34,7850.55,8433.51,9277.15,..,..
    ID16: Jambi Province,,..,..,..,9616.76,10558.8,11056.1,12555.4,13867,13871.2,15828,17566.6,19636.5,..,..
    ID17: Lampung Province,,..,..,..,18734.2,19207.9,20837.4,23845.7,24899.2,27956.4,31858.3,35465.3,39071.1,..,..
    ID18: Papua Province,,..,..,..,12922.4,20479.5,19894,21676.5,20777.5,24169.2,25783.4,21227.7,21017.8,..,..
    ID19: West Papua Province,,..,..,..,3421.11,3716.03,3795.1,4057.79,4720.17,5703.5,7897.57,10031.4,11556.9,..,..
    ID20: Gorontalo Province,,..,..,..,1457.5,1634.51,1723.2,1863.52,1995.14,2222.12,2367.83,2538.15,2802.2,..,..
    ID21: West Kalimantan Province,,..,..,..,15474.8,15903.2,15999.6,17042.6,16595.1,17063,17792.4,18553.1,20277.8,..,..
    ID22: South Kalimantan Province,,..,..,..,14579.1,14928.9,14707.8,15437,15484.2,16176.3,17581.1,18906.3,20520,..,..
    ID23: Middle Kalimantan Province,,..,..,..,9518.97,9852.59,10385,10933,11065,11681.7,12511,13599.6,15101.8,..,..
    ID24: East Kalimantan Province,,..,..,..,69547.8,84654.9,84669.9,87140.2,106331,89774.5,94561.6,108527,113272,..,..
    ID25: Maluku Province,,..,..,..,2105.62,2146.32,2155.06,2230.67,2117.74,2222.43,2376.06,2661.53,3099.77,..,..
    ID26: North Maluku Province,,..,..,..,1232.26,1212.85,1195.46,1236.87,1304.42,1474.6,1584.04,1674.45,1869.75,..,..
    ID27: South East Sulawesi Province,,..,..,..,5341.03,6095.24,6477.89,7027.06,7499.24,8064.87,8339.57,8904.04,9892.29,..,..
    ID28: North Sulawesi Province,,..,..,..,8181.12,8810.19,9000.33,9425.65,9692.98,10384.1,10817.6,11598.6,12756.4,..,..
    ID29: South Sulawesi Province,,..,..,..,23274.7,24313.3,25836.5,27114,28757.7,31420.5,34637.9,38094.4,43089,..,..
    ID30: Middle Sulawesi Province,,..,..,..,7625.06,8037.31,8191.76,9088.25,9703.12,10204,10966,12286.5,13800.7,..,..
    ID31: West Sulawesi Province,,..,..,..,1995.34,2076.82,2174.15,2424.03,2802.38,2955.8,3228.33,3572.37,3894.11,..,..
    ID32: Western Lesser Sundas Province,,..,..,..,11519.5,12059.5,12131.5,13121,11927.9,13836,14586.1,13537.8,13386.4,..,..
    ID33: Eastern Lesser Sundas Province,,..,..,..,6764.19,6954.05,7171.07,7490.49,7314.49,7600.58,8154.13,8656.99,9527.97,..,..
  LVA: Latvia,Country,21035.3,23595.5,25942.8,28477,31662.3,36886.3,41792.1,43424.9,36793.3,36995.4,41108.2,43416.8,46206.7,..
    LV00: Latvia,Large regions (TL2),21013.4,23581,25929.2,28468.3,31631.7,36852.1,41746,43343,36720.9,36933.8,41047.1,43350.3,46206.7,..
      LV003: Kurzeme,Small regions (TL3) - intermediate,2510.51,2828.88,3154.79,3467.54,3817.94,3793.47,4383.52,4569.73,3885.43,3805.3,4628.41,4473.2,..,..
      LV005: Latgale,Small regions (TL3) - predominantly rural,1657.88,1844.01,2003.32,2244.56,2404.65,2623.12,3282.56,3503.81,3085.66,2942.79,3417.37,3591.85,..,..
      LV006: Riga,Small regions (TL3) - predominantly urban,11375.1,12696.2,13981.1,15328.5,17247.6,20683.3,22516.1,23325.5,19364.6,19463.9,20907.2,22653.3,..,..
      LV007: Pieriga,,2472.16,2796.29,3073.07,3394.75,3744.16,4591.53,5515.88,5758.42,4894.43,5177.09,6067.41,6347.29,..,..
      LV008: Vidzeme,Small regions (TL3) - predominantly rural,1407.51,1573.93,1678.92,1863.59,2049.6,2366.37,2850.3,2768.88,2510.77,2474.57,2666.32,2669.46,..,..
      LV009: Zemgale,,1590.21,1839.36,2040.46,2171.76,2367.77,2796.43,3197.59,3416.62,2982.02,3072.17,3360.38,3615.3,..,..
  LTU: Lithuania,Country,33432,36841,41805.4,44764.9,48780.4,54735.7,62297.3,66512.7,57830.3,62107.3,68223.9,71956.5,76056.9,..
    LT00: Lithuania,Large regions (TL2),..,..,..,44764.9,48780.4,54735.7,62297.3,66512.7,57830.3,62107.3,68223.9,71956.5,76056.9,..
      LT001: Alytus county,Small regions (TL3) - predominantly rural,..,..,..,1659.23,1755.93,1898.1,2136.57,2337.38,1996.74,2160.37,2349.31,2401.86,..,..
      LT002: Kaunas county,Small regions (TL3) - intermediate,..,..,..,8519.52,9411.39,10511.2,11997.8,12852.6,11022.9,11939.7,13366.6,14117.4,..,..
      LT003: Klaipeda county,,..,..,..,5122.51,5692.82,6337.6,7136.91,7661.09,7181.83,7641.14,8353.58,8680.83,..,..
      LT004: Marijampole county,Small regions (TL3) - predominantly rural,..,..,..,1541.42,1649.08,1848.09,2005.71,2219.4,1859.33,2100.48,2285.99,2475.3,..,..
      LT005: Panevežys county,,..,..,..,3198.19,3330.69,3441.58,3670.35,4092.97,3471.75,3755.14,4189.89,4434.37,..,..
      LT006: Šiauliai county,,..,..,..,3573.73,3767.34,4164.45,4614.22,4902.61,4135.19,4595.77,5095.99,5404.19,..,..
      LT007: Taurage county,,..,..,..,871.34,884.93,957.01,1057.56,1249.05,1120.75,1253.19,1432.29,1473.08,..,..
      LT008: Telšiai county,,..,..,..,2034.77,2164.71,2318.64,2647.11,2843.92,2340.27,2626.16,2895.15,2881.37,..,..
      LT009: Utena county,,..,..,..,2037.22,2150.78,2257.26,2490.52,2742.21,2451.91,2180.33,2342.76,2352.18,..,..
      LT00A: Vilnius county,Small regions (TL3) - predominantly urban,..,..,..,16204.5,17968,21001.8,24538.4,25607.5,22249.7,23852.8,25912.3,27738.1,..,..
  RUS: Russia,Country,945808,1032260,1192550,1325860,1564070,1957980,2172790,2556050,2465570,2566390,2822870,2990660,..,..
    RU01: Belgorod Oblast,Large regions (TL2),6005.65,6729.32,7707.31,9904.2,11384,14177.3,16948.6,22149.9,21709,25188.7,29277.8,30268.6,..,..
    RU02: Bryansk Oblast,,3620.86,4030.2,4428.56,4415.27,5236.46,6508.18,7344.44,8774.33,9021.64,9296.43,10043.6,11628.8,..,..
    RU03: Vladimir Oblast,,5059.69,5430.51,6264.66,6423.96,6825.21,8945.07,10487.8,12230.2,13254.9,14211.7,15059.9,15829.7,..,..
    RU04: Voronezh Oblast,,7216.94,8950.35,10148.5,10145.6,10488.8,13173,15933.1,20017.3,21522.3,21913.8,27383,31513.5,..,..
    RU05: Ivanovo Oblast,,2666.72,2909.5,3365.95,3476.52,3487.35,4367.04,5345.46,6065.07,6210.13,6948.08,7431.6,7565.72,..,..
    RU06: Kaluga Oblast,,3831.26,4020.39,4944.62,5020.41,5571.07,6829.23,7999.66,10486.9,11052.3,11925.4,13533.7,15987.8,..,..
    RU07: Kostroma Oblast,,2672.2,2798.61,3008.98,3271.18,3508.5,4308.46,4698.18,5650.9,5629.42,6204.87,6723.89,7294.73,..,..
    RU08: Kursk Oblast,,4377.19,4885.9,5713.83,6622.99,6801.51,8247.01,9210.32,11705.2,11524.9,12244.5,13193.7,14067.7,..,..
    RU09: Lipetsk Oblast,,6081.69,7612.06,9753.09,12273.5,11400.2,14194,15004.2,18097,16167.8,15715.7,16593.1,16341.8,..,..
    RU10: Moscow Oblast,,28278.7,33746.7,41760.9,46331.6,55594.8,74065.2,92650.9,114757,108382,115894,125496,135244,..,..
    RU11: Oryol Oblast,,3321.97,3845.08,4263.68,3985.79,4175.67,5136.89,5513.45,6740.71,6464.19,6714.89,7563.79,8099.3,..,..
    RU12: Ryazan Oblast,,4455.89,4938.53,6040.55,6059.42,6625.46,8362.45,8674.44,10469.9,10958.7,11326.4,12345.7,13701.3,..,..
    RU13: Smolensk Oblast,,4331.07,4546.94,4974.31,4857.67,5144.86,6265.85,6843.67,8479.16,8941.14,9780.6,10424.1,11157,..,..
    RU14: Tambov Oblast,,3738.26,4194.51,4750.56,4914.9,4994.83,6323.14,7582.81,8425.8,9723.99,9099.05,9990.05,11265.4,..,..
    RU15: Tver Oblast,,5650.26,6009.88,6972.68,7625.05,7608.07,10096.3,11157.9,13407.7,14101,13847.8,14705.4,14833,..,..
    RU16: Tula Oblast,,6360.33,7054.11,7322.58,7628.35,9125.31,11275.5,12450.5,16158.4,15330.6,15025.5,16135.5,17141.6,..,..
    RU17: Yaroslavl Oblast,,7353.43,8121.35,9330.66,9733.6,10305.5,12148.4,13342,14988,15170.8,15152.9,16544.1,17988.3,..,..
    RU18: City of Moscow,,164769,190594,221754,247002,324679,416984,478844,575172,508367,529612,573563,586240,..,..
    RU19: Republic of Karelia,,4055.08,4460.28,4721.29,4671.57,6055.59,6676.86,7480.1,8033.37,7555.57,7620.02,8933.33,8978.46,..,..
    RU20: Komi republic,,9412.99,9275.82,10858.4,11391.3,13450.5,17320,17244.5,20347.8,21586.6,22374.4,25133.8,26644.7,..,..
    RU21: Arkhangelsk Oblast,,8089.99,8967.35,10534.4,12341.5,13067.8,17117.2,19212.5,20204.4,23082.9,23572.7,25315.8,25971.7,..,..
    RU22: Nenets Autonomous Okrug,,1429.03,1777.19,2537.6,3426.95,3511.14,5330.85,6996.34,6378.58,9285.58,9227.15,9537.38,9071.34,..,..
    RU23: Vologda Oblast,,7867.59,8705.65,10898.5,13970.2,15229.6,16007.9,17400.8,20565,15221.6,16593.8,18625.4,19734.1,..,..
    RU24: Kaliningrad Oblast,,3887.44,4326.34,4738.39,5761.29,6425.62,8175.91,10292.2,12500.1,12091.8,12377.4,13894.3,14665.8,..,..
    RU25: Leningrad Oblast,,9122.23,10217,12284.6,14408.8,16128.7,21027.5,22098.4,26724.1,30700.1,31002.3,33536.6,37349.5,..,..
    RU26: Murmansk Oblast,,6922.88,7380.75,8168.37,10818.6,10432.5,12534.9,13700.1,14903.5,14425.5,14760.5,15209.2,15536.1,..,..
    RU27: Novgorod Oblast,,3307.08,3393.19,3859.17,4262.81,5013.16,5939.28,6197.34,8028.71,8396.26,8056.09,8844.89,9550.01,..,..
    RU28: Pskov Oblast,,2334.94,2598.68,2988.34,3100.52,3186.44,4079.67,4402.24,5109.98,5324.63,5505.25,5793.9,5996.13,..,..
    RU29: Federal City of Saint Petersburg,,30262.2,36306.9,41512.5,46951,52323,65406.7,80066,99841,105269,107460,120602,127026,..,..
    RU30: Republic of Adygea,,798.7,852.96,998.12,1081.51,1337.07,1675.19,2079.85,2519.62,2961.02,2984.14,3274.8,3615.47,..,..
    RU31: Republic of Kalmykia,,809.54,784.2,662.71,737.43,760.49,1018.16,1231.8,1449.65,1708.22,1543.09,1690.27,1885.25,..,..
    RU32: Krasnodar Krai,,21546.6,23478.5,25189.5,27149.8,29281.3,38363.3,46353.1,56050.7,61458.2,65020.7,71756.2,79722.5,..,..
    RU33: Astrakhan Oblast,,3881.08,4420.65,5133.83,4909.35,5506.19,6746.92,7176.61,10288.5,9588.06,9161.42,9951.62,11712.3,..,..
    RU34: Volgograd Oblast,,9971.35,11251.5,13034.5,13360.7,15957.1,19987.6,23724.4,29054.7,26928.1,27408.8,29312,31806.7,..,..
    RU35: Rostov Oblast,,14281.5,15180.2,17415.1,19146,20654,26953.1,32210.2,40172.8,39653.6,41711.2,44159.2,46569.7,..,..
    RU36: Republic of Dagestan,,3793.26,4468.75,5839.85,6987.12,7101.26,9841.77,11221.9,15080.8,18391.2,17347.6,19043.6,20948,..,..
    RU37: Republic of Ingushetia,,433.43,386.27,482.03,537.62,582.54,716.09,1202.24,1336.91,1351.94,1260.13,1548.46,2044.4,..,..
    RU38: Kabardino-Balkar Republic,,2338.12,2455.87,2634.56,2515.05,2892.04,3433.2,3497.42,4050.81,4683.54,4874.23,5222.92,5874.27,..,..
    RU39: Karachay-Cherkhess Republic,,880.83,1103.63,1163.49,1136.4,1313.14,1843.85,1964.34,2490.32,2752.21,2760.12,2839.46,3298.3,..,..
    RU40: Republic of North Ossetia-Alania,,1523.04,1725.08,1917.87,2100.83,2448.33,3435.7,3776.03,4023.89,4570.93,4763.01,4950.93,5526.37,..,..
    RU41: Chechen Republic,,..,..,..,..,1797.95,2563.97,3436.45,4621.22,4587.11,4470.09,4993.95,5745.97,..,..
    RU42: Stavropol Krai,,8160.42,8684.37,10274,10581.7,11508.2,14401.6,15892.2,19175,19776.3,20916.1,22875.7,23885,..,..
    RU43: Republic of Bashkorstostan,,20079.2,20255.8,24617.4,26909.3,29965.7,40048.2,42194.3,51818.1,46215.6,48005,54251.5,63959.7,..,..
    RU44: Mari El Republic,,1814.35,1921.1,2329.52,2604.45,2618.59,3461.26,3937.96,4585.76,4941.14,5208.59,5610.84,6517.48,..,..
    RU45: Republic of Mordovia,,2656.33,2966.3,3368.93,3318.58,3475.7,4595.67,5509.7,6558.61,6481.22,6660.96,6915.61,7341.93,..,..
    RU46: Republic of Tatarstan,,25702.9,27022.8,30917.2,33858.2,37904.7,48031.2,54161.2,64573.2,63131.7,63333.3,75289.9,79637.1,..,..
    RU47: Udmurt Republic,,7882.76,8448.4,9022.7,8728.93,10992,13067.7,14705.7,16953.6,16472.8,17361.8,19370,20589,..,..
    RU48: Chuvash Republic,,3701.21,4009.34,4573.76,5157.19,5448.41,7385.84,8828.05,10810.3,9979.75,9971.77,10883.8,12028.4,..,..
    RU49: Perm Krai,,20058.6,19204.3,21207.9,23055.3,25696.5,30421.8,34166.7,42350.9,38506.2,39400.1,48433.2,49746.3,..,..
    RU50: Kirov Oblast,,5014.43,5388.92,5856.99,6120.9,6265.69,7693.02,8449.16,10537.3,10437.1,10897.9,11257.6,11769.9,..,..
    RU51: Nizhny Novgorod Oblast,,17956.5,18420.9,20969.7,20882.9,23533.3,29820.2,33845.8,41055.9,39033.4,41277.4,44436.4,46476.5,..,..
    RU52: Orenburg Oblast,,10241.8,10156.1,11737.6,14705.9,16734.9,24003.9,26521.4,29985.2,29487.5,28968.9,31899.8,34880.7,..,..
    RU53: Penza Oblast,,3999.93,4488.42,4875.59,5169.13,5838.72,7039.66,8517.03,10309.7,10498.7,10886.2,12302.9,13319.8,..,..
    RU54: Samara Oblast,,21651.5,22248.3,25999.1,28318,31549,38661.5,41830.6,48761.3,41656.7,43986.5,48090,52185.6,..,..
    RU55: Saratov Oblast,,10061,10495.1,12151.5,13126.9,13420.9,16194.4,18082.3,22435.2,23280,23785.5,24849.5,26455.7,..,..
    RU56: Ulianov Oblast,,4637.39,4925.54,5592.34,5843.43,6327.23,8081.7,8915.5,10506.8,11002.5,11270,12895.1,13535.6,..,..
    RU57: Kurgan Oblast,,3051.97,3228.64,3754.24,3676.6,3945.14,5424.87,5797.68,7406.86,7697.55,7453.6,7859.36,8027.4,..,..
    RU58: Sverdlovsk Oblast,,24033.7,25326.6,28838.8,31542.7,37340.7,51835.9,58694.2,64398.4,58866.4,66177.3,74429.3,82270.5,..,..
    RU59: Tyumen Oblast,,90564.9,96912.9,113248,133032,173961,202248,197281,217653,204738,208761,237098,255977,..,..
    RU60: Khanty-Mansi Autonomous Okrug - Yugra,,59883.8,59576.6,72682.6,82776.1,109871,126366,123592,135077,126870,124683,140695,148867,..,..
    RU61: Yamalo-Nenets Autonomous Okrug,,22164.5,28300.8,28697.4,30793.9,34682.6,43310.9,42525,50163,46338.8,49460,55697.8,66075.3,..,..
